S. No.,Br. No. ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
"1,356",5245,30-Sep-15,75008,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA 53gÀ°è ¸ÉÆgÀ§zÀªÀÄoÀUÀ°èAiÀÄ°è ºÉÆ¸À ZÉÃA§gÀ PÀlÄÖªÀÅzÀÄ ºÁUÀÆ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ & PÀªÀÄjÃ¥ÉÃl ««zsÀ ¨sÁUÀUÀ¼À°è ¦æÃPÁ¸ÀÖ ¸Áèöå§ ºÁPÀÄªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,100,15-Oct-15,100
"1,357",5228,30-Sep-15,75017,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ « ªÁqÀğ £ÀA 53 gÀ ºÀgÀ¥Àà£ÀºÀ½î NtÂ ¥ÉAqÁgÀUÀ°è ¨ÁæqÀªÉ zÀ°è ZÉA§gÀ JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ,Refund of SD bill,07-Oct-15,606,15-Oct-15,606
"1,358",5229,30-Sep-15,75015,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ « ªÁqÀğ £ÀA 53 gÀ ºÀgÀ¥Àà£ÀºÀ½î NtÂ ¥ÉAqÁgÀUÀ°è ¨ÁæqÀªÉ zÀ°è ZÉA§gÀ JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ,Refund of EMD bill,07-Oct-15,300,15-Oct-15,300
"1,359",5247,30-Sep-15,75014,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«. ªÁ £ÀA 54 gÀ PÀ¯ÁzÀV NtÂAiÀÄ°è ºÉÆ¸À ZÉÃA§gÀ PÀlÄÖªÀÅzÀÄ ªÀÄvÀÄÛ §¼ÁîjUÀ°è  ºÁUÀÆ ««zsÀ ¨sÁUÀUÀ¼À°è ZÉÃA§gÀ JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Refund of SD bill,07-Oct-15,2268,15-Oct-15,2268
"1,360",5246,30-Sep-15,75013,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«. ªÁ £ÀA 54 gÀ PÀ¯ÁzÀV NtÂAiÀÄ°è ºÉÆ¸À ZÉÃA§gÀ PÀlÄÖªÀÅzÀÄ ªÀÄvÀÄÛ §¼ÁîjUÀ°è  ºÁUÀÆ ««zsÀ ¨sÁUÀUÀ¼À°è ZÉÃA§gÀ JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Refund of EMD bill,07-Oct-15,1150,15-Oct-15,1150
"1,361",5231,30-Sep-15,75092,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA.44gÀ d£ÀvÁ PÁélğ¸À ºÁUÀÆ ««zsÀ ¨sÁUÀUÀ¼À°è ZÉÃA§gÀ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Refund of SD bill,07-Oct-15,1047,15-Oct-15,1047
"1,362",5230,30-Sep-15,75091,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA.44gÀ d£ÀvÁ PÁélğ¸À ºÁUÀÆ ««zsÀ ¨sÁUÀUÀ¼À°è ZÉÃA§gÀ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Refund of EMD bill,07-Oct-15,525,15-Oct-15,525
"1,363",5227,30-Sep-15,75094,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA 53 vÀÄªÀÄPÀÆgÀ  NtÂAiÀÄ°è ºÉÆ¸À ZÉÃA§gÀ PÀlÄÖªÀÅzÀÄ ªÀÄvÀÄÛ zÁfÃ¨Á£À¥ÉÃl CAZÀlUÉÃj NtÂAiÀÄ°è ZÉA§gï JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,Refund of SD bill,07-Oct-15,1759,15-Oct-15,1759
"1,364",5226,30-Sep-15,75093,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA 53 vÀÄªÀÄPÀÆgÀ  NtÂAiÀÄ°è ºÉÆ¸À ZÉÃA§gÀ PÀlÄÖªÀÅzÀÄ ªÀÄvÀÄÛ zÁfÃ¨Á£À¥ÉÃl CAZÀlUÉÃj NtÂAiÀÄ°è ZÉA§gï JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,900,15-Oct-15,900
"1,365",5224,30-Sep-15,75038,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA 45gÀ°è UÁè¸ï ºË¸À gÀ¸ÉÛ Dgï.J£ï.J¸ï. PÀ¯Áåt ªÀÄAl¥ÀzÀ ºÀwÛgÀ ºÁUÀÆ ZÀ£Àß¥ÉÃl gÀ¸ÉÛ & UÀ« NtÂAiÀÄ°è ZÉÃA§gÀ JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,Refund of SD bill,07-Oct-15,320,15-Oct-15,320
"1,366",5225,30-Sep-15,75037,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA 45gÀ°è UÁè¸ï ºË¸À gÀ¸ÉÛ Dgï.J£ï.J¸ï. PÀ¯Áåt ªÀÄAl¥ÀzÀ ºÀwÛgÀ ºÁUÀÆ ZÀ£Àß¥ÉÃl gÀ¸ÉÛ & UÀ« NtÂAiÀÄ°è ZÉÃA§gÀ JvÀÛj¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,170,15-Oct-15,170
"1,367",5223,30-Sep-15,75024,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,"ºÀÄ."" ªÁqÀğ £ÀA 45 gÀ PÁgÀªÁgÀ gÉÆÃqÀ d£ÀvÁ PÁ¯ÉÆÃ¤ ºÁUÀÆ Dgï.J£ï.J¸ï gÉÆÃqÀzÀ°è M¼ÀZÀgÀAr ZÉÃA§gï zÀÄgÀ¹Ü ªÀiÁr ºÉÆÃ¸À ZÉÃA§gÀ PÀnÖ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ",Refund of SD bill,07-Oct-15,1252,15-Oct-15,1252
"1,368",5222,30-Sep-15,75023,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,"ºÀÄ."" ªÁqÀğ £ÀA 45 gÀ PÁgÀªÁgÀ gÉÆÃqÀ d£ÀvÁ PÁ¯ÉÆÃ¤ ºÁUÀÆ Dgï.J£ï.J¸ï gÉÆÃqÀzÀ°è M¼ÀZÀgÀAr ZÉÃA§gï zÀÄgÀ¹Ü ªÀiÁr ºÉÆÃ¸À ZÉÃA§gÀ PÀnÖ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ",Refund of EMD bill,07-Oct-15,675,15-Oct-15,675
"1,369",5217,30-Sep-15,75011,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,"ºÀÄ§â½î zsÁgÀªÁqÀ CªÀ½ £ÀUÀgÀzÀ ªÁqÀğ £A 45 gÀ°è §gÀÄªÀ ¹zÁİgÀÆqÀ ¸ÀPÀğ¯ï ºÁUÀÆ   UÀ""« NtÂ ºÀwÛgÀ ZÉÃA§gï zÀÄgÀ¹Ü ºÁUÀÆ J¥sï.Dgï.¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ",Refund of SD bill,07-Oct-15,118,15-Oct-15,118
"1,370",5216,30-Sep-15,75010,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,"ºÀÄ§â½î zsÁgÀªÁqÀ CªÀ½ £ÀUÀgÀzÀ ªÁqÀğ £A 45 gÀ°è §gÀÄªÀ ¹zÁİgÀÆqÀ ¸ÀPÀğ¯ï ºÁUÀÆ   UÀ""« NtÂ ºÀwÛgÀ ZÉÃA§gï zÀÄgÀ¹Ü ºÁUÀÆ J¥sï.Dgï.¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ",Refund of EMD bill,07-Oct-15,60,15-Oct-15,60
"1,371",5221,30-Sep-15,75044,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA.54 ¨Á¨Á¸Á£À UÀ°è ¥ÉÃAqÁgÀ UÀ°è ZÉÃA§gÀ JvÀÛj¸ÀÄªÀÅzÀÄ ºÀUÀÆ ««zsÀ ¨sÁUÀUÀ¼À°è PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,678,15-Oct-15,678
"1,372",5220,30-Sep-15,75043,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA.54 ¨Á¨Á¸Á£À UÀ°è ¥ÉÃAqÁgÀ UÀ°è ZÉÃA§gÀ JvÀÛj¸ÀÄªÀÅzÀÄ ºÀUÀÆ ««zsÀ ¨sÁUÀUÀ¼À°è PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,340,15-Oct-15,340
"1,373",5214,30-Sep-15,75052,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ « ªÁqÀğ £ÀA 44 gÀ PÉ JZï © PÁ®¤AiÀÄ°è PÀ°è£À vÉgÉzÀ ZÀgÀAr zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ,Refund of SD bill,07-Oct-15,1306,15-Oct-15,1306
"1,374",5215,30-Sep-15,75050,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ « ªÁqÀğ £ÀA 44 gÀ PÉ JZï © PÁ®¤AiÀÄ°è PÀ°è£À vÉgÉzÀ ZÀgÀAr zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,660,15-Oct-15,660
"1,375",5213,30-Sep-15,75047,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁqÀğ £ÀA 53 gÀ ªÀÄÆgÀÄ¸Á«gÀ ªÀÄoÀ ºÀwÛgÀ ºÁUÀÆ ªÀiÁåzÁgÀ NtÂAiÀÄ°è M¼ÀZÀgÀAr PÉÆÃ¼ÀªÉ ºÁQ ZÉÃA§gÀ zÀÄgÀ¹ÜÃ ªÀiÁr ºÁ¸À ªÉÃA§gÀ PÀqlÄÖªÀÅzÀÄ,Refund of SD bill,07-Oct-15,1541,15-Oct-15,1541
"1,376",5212,30-Sep-15,75046,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁqÀğ £ÀA 53 gÀ ªÀÄÆgÀÄ¸Á«gÀ ªÀÄoÀ ºÀwÛgÀ ºÁUÀÆ ªÀiÁåzÁgÀ NtÂAiÀÄ°è M¼ÀZÀgÀAr PÉÆÃ¼ÀªÉ ºÁQ ZÉÃA§gÀ zÀÄgÀ¹ÜÃ ªÀiÁr ºÁ¸À ZÉÃA§gÀ PÀlÄÖªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,775,15-Oct-15,775
"1,377",5210,30-Sep-15,75049,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«ªÁqÀğ £ÀA 54 gÀ PÀªÀÄj¥ÉÃl ¢ªÀmÉ NtÂ zÁf¨Á£À¥ÉÃl AiÀÄ°è ºÉÆÃ¸ÀzÁV M¼À ZÉÃ§Agï ºÁUÀÆ PÀªÀgÀ PÀlÄÖªÀÅzÀÄ,Refund of SD bill,07-Oct-15,1543,15-Oct-15,1543
"1,378",5211,30-Sep-15,75048,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«ªÁqÀğ £ÀA 54 gÀ PÀªÀÄj¥ÉÃl ¢ªÀmÉ NtÂ zÁf¨Á£À¥ÉÃl AiÀÄ°è ºÉÆÃ¸ÀzÁV M¼À ZÉÃ§Agï ºÁUÀÆ PÀªÀgÀ PÀlÄÖªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,800,15-Oct-15,800
"1,379",5209,30-Sep-15,75006,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA.45gÀ ºÉÆ¸ÀÄgÀ JZïrJA¹ PÁél¸Àğ JzÀÄjV£À gÀ¸ÉÛUÉ ZÀgÀAr PÀlÄÖªÀÅzÀÄ,Refund of SD bill,07-Oct-15,4537,15-Oct-15,4537
"1,380",5208,30-Sep-15,75007,Emd and SD,EMD and SD,Kaller Somashekhar Bhimappa,ºÀÄ.«.ªÁ.£ÀA.45gÀ ºÉÆ¸ÀÄgÀ JZïrJA¹ PÁél¸Àğ JzÀÄjV£À gÀ¸ÉÛUÉ ZÀgÀAr PÀlÄÖªÀÅzÀÄ,Refund of EMD bill,07-Oct-15,2400,15-Oct-15,2400
"1,381",5557,08-Oct-15,75736,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁ.£ÀA.60gÀ ¸ÀAvÉÆÃµÀ£ÀUÀgÀ ºÁUÀÆ ¨ÁtwPÀmÁÖ PÀnÖUÉ CqÉØ ºÀwÛgÀ gÀ¸ÉÛAiÀÄ°è vÀUÀÄÎUÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ.",Regarding Patch work at Santosh Nagar in ward no.60,13-Oct-15,4729,15-Oct-15,4729
"1,382",5558,08-Oct-15,75734,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁ.£ÀA.60gÀ ¸ÀAvÉÆÃµÀ£ÀUÀgÀ ºÁUÀÆ ¨ÁtwPÀmÁÖ PÀnÖUÉ CqÉØ ºÀwÛgÀ gÀ¸ÉÛAiÀÄ°è vÀUÀÄÎUÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ.",Regarding Patch work at Santosh Nagar in ward no.60,13-Oct-15,2400,15-Oct-15,2400
"1,383",5613,09-Oct-15,75590,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ "" ªÁqÀğ £ÀA. 43gÀ £ÁgÁAiÀÄt¸ÉÆÃ¥sÁ ªÀÄÄRå gÀ¸ÉÛ, ZÀ£Àß¥ÉÃl ªÀÄÄRå gÀ¸ÉÛ ""oÀ×®¥ÉÃl ºÁUÀÆ PÀ¸À¨Á¥ÉÃl gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎUÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ","Regarding Patch work At Narayan Sofa Main Road, Channpeth main Road, Vittal Peth & Kasaba Peth Road. in ward no 43",13-Oct-15,2400,15-Oct-15,2400
"1,384",5614,09-Oct-15,75591,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ "" ªÁqÀğ £ÀA. 43gÀ £ÁgÁAiÀÄt¸ÉÆÃ¥sÁ ªÀÄÄRå gÀ¸ÉÛ, ZÀ£Àß¥ÉÃl ªÀÄÄRå gÀ¸ÉÛ ""oÀ×®¥ÉÃl ºÁUÀÆ PÀ¸À¨Á¥ÉÃl gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎUÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ","Regarding Patch work At Narayan Sofa Main Road, Channpeth main Road, Vittal Peth & Kasaba Peth Road. in ward no 43",13-Oct-15,4698,15-Oct-15,4698
"1,385",5615,09-Oct-15,75599,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ "" ªÁ £ÀA. 43gÀ ºÀ¼ÉºÀÄ§â½î ¸ÀPÀğ¢AzÀ ZÀ£Àß¥ÉÃl ªÀÄvÀÄÛ £ÀÆå EAVèµÀ ¸ÀÆÌ® ªÀgÉUÉ gÀ¸ÉÛAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ",Regarding Patch work At Old Circle Channpeth & New English School in ward no 43,13-Oct-15,2400,15-Oct-15,2400
"1,386",5616,09-Oct-15,75602,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ "" ªÁ £ÀA. 43gÀ ºÀ¼ÉºÀÄ§â½î ¸ÀPÀğ¢AzÀ ZÀ£Àß¥ÉÃl ªÀÄvÀÄÛ £ÀÆå EAVèµÀ ¸ÀÆÌ® ªÀgÉUÉ gÀ¸ÉÛAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ",Regarding Patch work At Old Circle Channpeth & New English School in ward no 43,13-Oct-15,4750,15-Oct-15,4750
"1,387",5604,09-Oct-15,75594,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁqÀğ £ÀA.42 ºÁUÀÆ 60gÀ gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ.",Regarding Patch work At ward no  42 & 60 Hubli Division,13-Oct-15,4949,15-Oct-15,4949
"1,388",5603,09-Oct-15,75593,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁqÀğ £ÀA.42 ºÁUÀÆ 60gÀ gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ.",Regarding Patch work At ward no  42 & 60 Hubli Division,13-Oct-15,2480,15-Oct-15,2480
"1,389",5606,09-Oct-15,75598,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ "" ªÁqÀğ £ÀA.42gÀ C¸ÁgÀ NtÂ ªÀÄÄRå gÀ¸ÉÛ, PÉÆÃmÁgÀUÉÃj NtÂ, CgÀ""AzÀ£ÀUÀgÀ, UÀAf¥ÉÃl ºÁUÀÆ ºÉÆgÀPÉÃj NtÂ gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎUÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀ","Regarding Patch work At Asar Oni Main Road, Katargeri Oni, Aravind naghar, Ganjipeth & Horkeri Oni. in ward no 42",13-Oct-15,4762,15-Oct-15,4762
"1,390",5605,09-Oct-15,75597,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ "" ªÁqÀğ £ÀA.42gÀ C¸ÁgÀ NtÂ ªÀÄÄRå gÀ¸ÉÛ, PÉÆÃmÁgÀUÉÃj NtÂ, CgÀ""AzÀ£ÀUÀgÀ, UÀAf¥ÉÃl ºÁUÀÆ ºÉÆgÀPÉÃj NtÂ gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎUÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀ","Regarding Patch work At Asar Oni Main Road, Katargeri Oni, Aravind naghar, Ganjipeth & Horkeri Oni. in ward no 42
",13-Oct-15,2400,15-Oct-15,2400
"1,391",5559,08-Oct-15,75739,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁ.£ÀA.42gÀ EAr¥ÀA¥À¢AzÀ ºÀ¼ÉºÀÄ§â½î ±Á¯É ªÀÄvÀÄÛ C¸ÁgÀºÉÆAqÀªÀgÉUÉ gÀ¸ÉÛAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀÅzÀÄ.",Regarding Patch work at Old Hubli in ward no.42,13-Oct-15,2400,15-Oct-15,2400
"1,392",5560,08-Oct-15,75741,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁ.£ÀA.42gÀ EAr¥ÀA¥À¢AzÀ ºÀ¼ÉºÀÄ§â½î ±Á¯É ªÀÄvÀÄÛ C¸ÁgÀºÉÆAqÀªÀgÉUÉ gÀ¸ÉÛAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀÅzÀÄ.",Regarding Patch work at Old Hubli in ward no.42,13-Oct-15,4754,15-Oct-15,4754
"1,393",5591,09-Oct-15,75430,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ « ªÁqÀğ £ÀA 53  gÀ zÁfÃ¨Á£À¥ÉÃmÉ §ÈAzÁªÀ£À ªÀÈvÀÛ , ¸ÀAUÉÆÃ½î gÁAiÀÄtÚ  ¥ÀÄvÀÛ½AiÀÄ ¥Áèl¥sÁgÀAUÉ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ",Refund of SD bill,13-Oct-15,3296,15-Oct-15,3296
"1,394",5590,09-Oct-15,75429,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ  « ªÁqÀğ £ÀA 53  gÀ zÁfÃ¨Á£À¥ÉÃmÉ §ÈAzÁªÀ£À ªÀÈvÀÛ , ¸ÀAUÉÆÃ½î gÁAiÀÄtÚ  ¥ÀÄvÀÛ½AiÀÄ ¥Áèl¥sÁgÀAUÉ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ",Refund of EMD bill,13-Oct-15,1650,15-Oct-15,1650
"1,395",5595,09-Oct-15,75428,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ « ªÁqÀğ £ÀA 45 gÀ UÉÆÃPÀÄ® PÁæ¸À¢AzÀ ¨sÁgÀvï «Ä¯ï ªÀgÉUÉ ªÀÄvÀÄÛ UÁè¸À ºË¸ï  ¦.© gÀ¸ÉÛ  ZÀ£Àß¥ÉÃl ªÀÄÄRågÀ¸ÉÛUÉ ¥ÁåZï ªÀPÀğ ªÀiÁqÀÄªÀÅzÀÄ,Refund of SD bill,13-Oct-15,3658,15-Oct-15,3658
"1,396",5594,09-Oct-15,75427,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ « ªÁqÀğ £ÀA 45 gÀ UÉÆÃPÀÄ® PÁæ¸À¢AzÀ ¨sÁgÀvï «Ä¯ï ªÀgÉUÉ ªÀÄvÀÄÛ UÁè¸À ºË¸ï  ¦.© gÀ¸ÉÛ  ZÀ£Àß¥ÉÃl ªÀÄÄRågÀ¸ÉÛUÉ ¥ÁåZï ªÀPÀğ ªÀiÁqÀÄªÀÅzÀÄ,Refund of EMD bill,13-Oct-15,1830,15-Oct-15,1830
"1,397",5593,09-Oct-15,75424,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ « ªÁqÀğ £ÀA 45 gÀ ZÀ£Àß¥ÉÃl «PÁ¸À£ÀUÀgÀ ºÉÆ¸ÀÆgÀ gÀ¸ÉÛ UÀ""« NtÂ ºÁUÀÆ E¤ßÃvÀgÀ gÀ¸ÉÛUÀ½UÉ vÀÄvÁğV ¥ÁåZï ªÀiÁqÀÄªÀÅzÀÄ",Refund of SD bill,13-Oct-15,4834,15-Oct-15,4834
"1,398",5592,09-Oct-15,75423,Emd and SD,EMD and SD,Waddar Maruti G,ºÀÄ  « ªÁqÀğ £ÀA 45 gÀ ZÀ£Àß¥ÉÃl «PÁ¸À£ÀUÀgÀ ºÉÆ¸ÀÆgÀ gÀ¸ÉÛ NtÂ ºÁUÀÆ E¤ßÃvÀgÀ gÀ¸ÉÛUÀ½UÉ vÀÄvÁğV ¥ÁåZï ªÀiÁqÀÄªÀÅzÀÄ,Refund of EMD bill,13-Oct-15,2420,15-Oct-15,2420
"1,399",5597,09-Oct-15,75426,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ « ªÁqÀğ £ÀA 44 gÀ vÉÆÃgÀ""ºÀPÀÌ® ªÀÄ¹¢ ºÀwÛgÀ ,PÀªÀÄj¥ÉÃl ¥ÉÆÃ°Ã¸ï ¸ÉÖ±À£ï JzÀÄjUÉ PÉ.JZï.© PÁ¯ÉÆÃ¤ JzÀÄjUÉ ºÁUÀÆ E¤ßÃvÀgÀ gÀ¸ÉÛUÀ½UÉ  vÀÄvÁV ¥ÁåZï ªÀiÁqÀÄªÀÅzÀÄ",Refund of SD bill,13-Oct-15,4753,15-Oct-15,4753
"1,400",5596,09-Oct-15,75425,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ « ªÁqÀğ £ÀA 44 gÀ vÉÆÃgÀ«ºÀPÀÌ® ªÀÄ¹¢ ºÀwÛgÀ ,PÀªÀÄj¥ÉÃl ¥ÉÆÃ°Ã¸ï ¸ÉÖ±À£ï JzÀÄjUÉ PÉ.JZï.© PÁ¯ÉÆÃ¤ JzÀÄjUÉ ºÁUÀÆ E¤ßÃvÀgÀ gÀ¸ÉÛUÀ½UÉ  vÀÄvÁV ¥ÁåZï ªÀiÁqÀÄªÀÅzÀÄ",Refund of EMD bill,13-Oct-15,2430,15-Oct-15,2430
"1,401",5601,09-Oct-15,75649,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁ.£ÀA.64gÀ gÀeÁ¥Á£À E¸ÁèA¥ÀÆgÀ gÀ¸ÉÛ,PÉÆ¥Àà¼À ¨sÀnÖ gÀ¸ÉÛ, E¸ÁèA¥ÀÆgÀ gÀ¸ÉÛÄAzÀ J£ï.J £ÀUÀgÀ ªÀÄÄRå gÀ¸ÉÛ ºÁUÀÆ E¸ÁèA¥ÀÆgÀ gÀ¸ÉÛÄAzÀ C¯ÁÛ¥sÀ£ÀUÀgÀ gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ.",Regarding Patch work at Islampur Road in ward no.64,13-Oct-15,4696,15-Oct-15,4696
"1,402",5602,09-Oct-15,75648,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁ.£ÀA.64gÀ gÀeÁ¥Á£À E¸ÁèA¥ÀÆgÀ gÀ¸ÉÛ,PÉÆ¥Àà¼À ¨sÀnÖ gÀ¸ÉÛ, E¸ÁèA¥ÀÆgÀ gÀ¸ÉÛÄAzÀ J£ï.J £ÀUÀgÀ ªÀÄÄRå gÀ¸ÉÛ ºÁUÀÆ E¸ÁèA¥ÀÆgÀ gÀ¸ÉÛÄAzÀ C¯ÁÛ¥sÀ£ÀUÀgÀ gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ.",Regarding Patch work at Islampur Road in ward no.64,13-Oct-15,2400,15-Oct-15,2400
"1,403",5561,08-Oct-15,75737,Emd and SD,EMD and SD,Waddar Maruti G,"ºÀÄ."".ªÁ.£ÀA64gÀ E¸ÁèA¥ÀÆgÀ ©æÃqÀÓ¢AzÀ CQÌ¥ÉÃl ¸ÀPÀğ®ªÀgÉUÉ ªÀiÁªÀ£ÀÆgÀ gÀ¸ÉÛ ¸ÀÆÌ®ªÀgÉUÉ gÀ¸ÉÛAiÀÄ°èAiÀÄ vÀUÀÄÎ UÀÄArUÀ¼À£ÀÄß ªÀÄÄZÀÄÑªÀzÀÄ.",Regarding Patch work at Akkipett circle in ward no.64,13-Oct-15,4768,15-Oct-15,4768
